Time (s) Auto,Angle (rad) 3pi/4 forkudt,Angular Velocity (rad/s) 3pi/4 forkudt
1642.64,0.584,12.802
1642.66,0.834,12.03
1642.68,1.065,10.865
1642.7,1.272,9.543
1642.72,1.45,8.05
1642.74,1.594,6.427
1642.76,1.709,4.66
1642.78,1.784,2.736
1642.8,1.819,0.746
1642.82,1.813,-1.178
1642.84,1.77,-3.037
1642.86,1.692,-4.869
1642.88,1.576,-6.676
1642.9,1.423,-8.404
1642.92,1.238,-10.014
1642.94,1.021,-11.467
1642.96,0.776,-12.71
1642.98,0.509,-13.679
1643,0.225,-14.307
1643.02,-0.069,-14.543
1643.04,-0.363,-14.347
1643.06,-0.649,-13.653
1643.08,-0.917,-12.671
1643.1,-1.153,-11.716
1643.12,-1.379,-10.93
1643.14,-1.593,-10.236
1643.16,-1.789,-9.464
1643.18,-1.971,-8.666
1643.2,-2.136,-7.671
1643.22,-2.286,-6.453
1643.24,-2.395,-5.236
1643.26,-2.487,-4.189
1643.28,-2.564,-3.259
1643.3,-2.62,-2.265
1643.32,-2.653,-1.257
1643.34,-2.669,-0.275
1643.36,-2.666,0.72
1643.38,-2.641,1.728
1643.4,-2.595,2.723
1643.42,-2.532,3.718
1643.44,-2.447,4.752
1643.46,-2.342,5.812
1643.48,-2.215,6.898
1643.5,-2.067,7.998
1643.52,-1.894,9.084
1643.54,-1.703,10.132
1643.56,-1.489,11.061
1643.58,-1.257,11.82
1643.6,-1.013,12.161
1643.62,-0.76,12.449
1643.64,-0.526,13.129
1643.66,-0.25,13.744
1643.68,0.052,13.967
1643.7,0.311,13.561
1643.72,0.589,12.946
1643.74,0.84,12.187
1643.76,1.076,11.035
1643.78,1.286,9.726
1643.8,1.467,8.234
1643.82,1.616,6.597
1643.84,1.734,4.791
1643.86,1.811,2.841
1643.88,1.847,0.864
1643.9,1.844,-1.047
1643.92,1.805,-2.919
1643.94,1.728,-4.778
1643.96,1.613,-6.61
1643.98,1.462,-8.364
1644,1.277,-9.988
1644.02,1.06,-11.454
1644.04,0.817,-12.723
1644.06,0.548,-13.758
1644.08,0.262,-14.451
1644.1,-0.036,-14.7
1644.12,-0.333,-14.53
1644.14,-0.62,-13.928
1644.16,-0.897,-13.011
1644.18,-1.144,-12.082
1644.2,-1.371,-11.218
1644.22,-1.596,-10.472
1644.24,-1.791,-9.7
1644.26,-1.981,-8.914
1644.28,-2.15,-8.011
1644.3,-2.306,-6.807
1644.32,-2.427,-5.563
1644.34,-2.521,-4.477
1644.36,-2.603,-3.56
1644.38,-2.667,-2.631
1644.4,-2.708,-1.649
1644.42,-2.732,-0.668
1644.44,-2.736,0.288
1644.46,-2.719,1.244
1644.48,-2.686,2.199
1644.5,-2.633,3.168
1644.52,-2.559,4.163
1644.54,-2.466,5.157
1644.56,-2.353,6.178
1644.58,-2.22,7.252
1644.6,-2.064,8.338
1644.62,-1.885,9.399
1644.64,-1.687,10.407
1644.66,-1.469,11.27
1644.68,-1.232,11.899
1644.7,-0.988,12.2
1644.72,-0.74,12.566
1644.74,-0.496,13.299
1644.76,-0.215,13.862
1644.78,0.083,13.967
1644.8,0.344,13.509
1644.82,0.62,12.841
1644.84,0.869,12.004
1644.86,1.1,10.786
1644.88,1.305,9.412
1644.9,1.478,7.867
1644.92,1.619,6.192
1644.94,1.729,4.359
1644.96,1.797,2.395
1644.98,1.824,0.419
1645,1.813,-1.492
1645.02,1.764,-3.364
1645.04,1.678,-5.21
1645.06,1.555,-7.016
1645.08,1.396,-8.718
1645.1,1.203,-10.276
1645.12,0.983,-11.663
1645.14,0.735,-12.854
1645.16,0.465,-13.81
1645.18,0.179,-14.347
1645.2,-0.118,-14.478
1645.22,-0.404,-14.203
1645.24,-0.69,-13.339
1645.26,-0.953,-12.305
1645.28,-1.169,-11.401
1645.3,-1.401,-10.799
1645.32,-1.61,-10.158
1645.34,-1.808,-9.228
1645.36,-1.981,-8.325
1645.38,-2.138,-7.304
1645.4,-2.279,-6.1
1645.42,-2.386,-4.843
1645.44,-2.465,-3.744
1645.46,-2.534,-2.788
1645.48,-2.581,-1.806
1645.5,-2.604,-0.772
1645.52,-2.611,0.236
1645.54,-2.597,1.257
1645.56,-2.56,2.291
1645.58,-2.504,3.312
1645.6,-2.428,4.346
1645.62,-2.331,5.419
1645.64,-2.212,6.532
1645.66,-2.07,7.645
1645.68,-1.905,8.744
1645.7,-1.72,9.804
1645.72,-1.513,10.76
1645.74,-1.286,11.598
1645.76,-1.048,12.095
1645.78,-0.793,12.579
1645.8,-0.554,13.182
1645.82,-0.27,13.587
1645.84,0.011,13.653
1645.86,0.272,13.313
1645.88,0.542,12.881
1645.9,0.796,12.2
1645.92,1.032,11.153
1645.94,1.246,9.883
1645.96,1.431,8.391
1645.98,1.583,6.781
1646,1.701,5.079
1646.02,1.789,3.233
1646.04,1.835,1.27
1646.06,1.838,-0.694
1646.08,1.805,-2.579
1646.1,1.736,-4.424
1646.12,1.627,-6.257
1646.14,1.484,-8.024
1646.16,1.305,-9.66
1646.18,1.095,-11.166
1646.2,0.858,-12.475
1646.22,0.592,-13.561
1646.24,0.311,-14.347
1646.26,0.014,-14.687
1646.28,-0.286,-14.608
1646.3,-0.573,-14.059
1646.32,-0.855,-13.155
1646.34,-1.104,-12.252
1646.36,-1.334,-11.388
1646.38,-1.565,-10.629
1646.4,-1.761,-9.844
1646.42,-1.953,-9.084
1646.44,-2.127,-8.26
1646.46,-2.289,-7.095
1646.48,-2.416,-5.851
1646.5,-2.515,-4.765
1646.52,-2.603,-3.862
1646.54,-2.673,-2.945
1646.56,-2.721,-1.95
1646.58,-2.75,-0.982
1646.6,-2.76,-0.039
1646.62,-2.752,0.916
1646.64,-2.724,1.859
1646.66,-2.677,2.814
1646.68,-2.612,3.783
1646.7,-2.526,4.778
1646.72,-2.421,5.786
1646.74,-2.295,6.82
1646.76,-2.149,7.893
1646.78,-1.979,8.967
1646.8,-1.789,10.014
1646.82,-1.579,10.982
1646.84,-1.348,11.794
1646.86,-1.103,12.187
1646.88,-0.85,12.422
1646.9,-0.614,12.933
1646.92,-0.346,13.653
1646.94,-0.055,14.046
1646.96,0.229,13.771
1646.98,0.496,13.169
1647,0.756,12.422
1647.02,0.999,11.428
1647.04,1.217,10.105
1647.06,1.406,8.561
1647.08,1.561,6.925
1647.1,1.682,5.184
1647.12,1.772,3.299
1647.14,1.817,1.309
1647.16,1.822,-0.681
1647.18,1.789,-2.592
1647.2,1.718,-4.451
1647.22,1.61,-6.257
1647.24,1.467,-7.985
1647.26,1.29,-9.608
1647.28,1.081,-11.087
1647.3,0.844,-12.357
1647.32,0.583,-13.378
1647.34,0.305,-14.072
1647.36,0.014,-14.36
1647.38,-0.276,-14.268
1647.4,-0.559,-13.614
1647.42,-0.834,-12.54
1647.44,-1.062,-11.532
1647.46,-1.279,-10.878
1647.48,-1.499,-10.341
1647.5,-1.703,-9.49
1647.52,-1.879,-8.482
1647.54,-2.037,-7.501
1647.56,-2.182,-6.375
1647.58,-2.3,-5.066
1647.6,-2.381,-3.822
1647.62,-2.446,-2.788
1647.64,-2.494,-1.82
1647.66,-2.521,-0.759
1647.68,-2.524,0.327
1647.7,-2.507,1.388
1647.72,-2.469,2.435
1647.74,-2.41,3.495
1647.76,-2.329,4.581
1647.78,-2.227,5.694
1647.8,-2.102,6.82
1647.82,-1.954,7.933
1647.84,-1.784,9.019
1647.86,-1.593,10.053
1647.88,-1.381,10.969
1647.9,-1.151,11.611
1647.92,-0.909,12.187
1647.94,-0.671,12.71
1647.96,-0.399,13.182
1647.98,-0.137,13.286
1648,0.138,13.103
1648.02,0.386,12.841
1648.04,0.65,12.344
1648.06,0.892,11.558
1648.08,1.114,10.367
1648.1,1.31,8.98
1648.12,1.477,7.448
1648.14,1.607,5.812
1648.16,1.711,4.045
1648.18,1.773,2.134
1648.2,1.795,0.157
1648.22,1.778,-1.741
1648.24,1.725,-3.587
1648.26,1.635,-5.419
1648.28,1.508,-7.199
1648.3,1.345,-8.875
1648.32,1.151,-10.407
1648.34,0.927,-11.781
1648.36,0.677,-12.959
1648.38,0.405,-13.862
1648.4,0.118,-14.334
1648.42,-0.178,-14.386
1648.44,-0.46,-14.059
1648.46,-0.743,-13.26
1648.48,-1.004,-12.37
1648.5,-1.225,-11.441
1648.52,-1.462,-10.655
1648.54,-1.657,-9.909
1648.56,-1.85,-9.137
1648.58,-2.026,-8.404
1648.6,-2.19,-7.304
1648.62,-2.326,-6.048
1648.64,-2.427,-4.883
1648.66,-2.515,-3.927
1648.68,-2.587,-3.011
1648.7,-2.637,-2.003
1648.72,-2.666,-0.995
1648.74,-2.677,-0.013
1648.76,-2.667,0.969
1648.78,-2.637,1.963
1648.8,-2.589,2.958
1648.82,-2.52,3.966
1648.84,-2.43,5
1648.86,-2.32,6.061
1648.88,-2.188,7.16
1648.9,-2.034,8.273
1648.92,-1.857,9.359
1648.94,-1.659,10.38
1648.96,-1.44,11.244
1648.98,-1.205,11.899
1649,-0.961,12.213
1649.02,-0.71,12.593
1649.04,-0.47,13.313
1649.06,-0.185,13.888
1649.08,0.112,14.019
1649.1,0.375,13.522
1649.12,0.652,12.815
1649.14,0.897,11.938
1649.16,1.128,10.747
1649.18,1.332,9.412
1649.2,1.506,7.893
1649.22,1.648,6.231
1649.24,1.759,4.385
1649.26,1.827,2.422
1649.28,1.854,0.445
1649.3,1.844,-1.453
1649.32,1.795,-3.325
1649.34,1.711,-5.184
1649.36,1.588,-6.99
1649.38,1.429,-8.718
1649.4,1.238,-10.315
1649.42,1.015,-11.742
1649.44,0.765,-12.959
1649.46,0.493,-13.928
1649.48,0.204,-14.53
1649.5,-0.096,-14.7
1649.52,-0.39,-14.451
1649.54,-0.677,-13.731
1649.56,-0.949,-12.776
1649.58,-1.184,-11.794
1649.6,-1.415,-10.996
1649.62,-1.626,-10.302
1649.64,-1.827,-9.543
1649.66,-2.009,-8.757
1649.68,-2.177,-7.723
1649.7,-2.326,-6.48
1649.72,-2.436,-5.249
1649.74,-2.527,-4.228
1649.76,-2.606,-3.325
1649.78,-2.664,-2.343
1649.8,-2.699,-1.335
1649.82,-2.716,-0.367
1649.84,-2.714,0.589
1649.86,-2.692,1.558
1649.88,-2.652,2.513
1649.9,-2.592,3.482
1649.92,-2.513,4.49
1649.94,-2.413,5.524
1649.96,-2.292,6.584
1649.98,-2.15,7.658
1650,-1.985,8.731
1650.02,-1.8,9.778
1650.04,-1.594,10.76
1650.06,-1.368,11.598
1650.08,-1.126,12.043
1650.1,-0.877,12.305
1650.12,-0.641,12.815
1650.14,-0.377,13.574
1650.16,-0.088,13.98
1650.18,0.199,13.771
1650.2,0.46,13.195
1650.22,0.727,12.475
1650.24,0.968,11.519
1650.26,1.189,10.236
1650.28,1.381,8.783
1650.3,1.543,7.173
1650.32,1.668,5.432
1650.34,1.762,3.547
1650.36,1.813,1.584
1650.38,1.824,-0.38
1650.4,1.797,-2.278
1650.42,1.733,-4.15
1650.44,1.63,-5.969
1650.46,1.492,-7.723
1650.48,1.321,-9.372
1650.5,1.115,-10.891
1650.52,0.883,-12.213
1650.54,0.624,-13.286
1650.56,0.347,-14.059
1650.58,0.057,-14.425
1650.6,-0.237,-14.412
1650.62,-0.523,-13.941
1650.64,-0.803,-12.92
1650.66,-1.051,-11.886
1650.68,-1.26,-11.1
1650.7,-1.492,-10.524
1650.72,-1.693,-9.778
1650.74,-1.88,-8.823
1650.76,-2.045,-7.919
1650.78,-2.199,-6.794
1650.8,-2.325,-5.511
1650.82,-2.416,-4.294
1650.84,-2.49,-3.299
1650.86,-2.549,-2.356
1650.88,-2.587,-1.322
1650.9,-2.601,-0.275
1650.92,-2.597,0.746
1650.94,-2.573,1.767
1650.96,-2.526,2.801
1650.98,-2.46,3.822
1651,-2.373,4.856
1651.02,-2.267,5.943
1651.04,-2.136,7.069
1651.06,-1.984,8.181
1651.08,-1.808,9.255
1651.1,-1.613,10.263
1651.12,-1.396,11.166
1651.14,-1.164,11.833
1651.16,-0.917,12.409
1651.18,-0.672,12.92
1651.2,-0.399,13.404
1651.22,-0.132,13.496
1651.24,0.151,13.273
1651.26,0.397,12.933
1651.28,0.664,12.409
1651.3,0.906,11.663
1651.32,1.131,10.472
1651.34,1.33,9.084
1651.36,1.497,7.527
1651.38,1.63,5.864
1651.4,1.734,4.071
1651.42,1.797,2.147
1651.44,1.819,0.183
1651.46,1.803,-1.728
1651.48,1.75,-3.6
1651.5,1.659,-5.445
1651.52,1.532,-7.226
1651.54,1.368,-8.901
1651.56,1.173,-10.446
1651.58,0.949,-11.833
1651.6,0.697,-13.025
1651.62,0.424,-13.954
1651.64,0.135,-14.451
1651.66,-0.163,-14.53
1651.68,-0.449,-14.19
1651.7,-0.735,-13.313
1651.72,-0.996,-12.383
1651.74,-1.214,-11.506
1651.76,-1.456,-10.786
1651.78,-1.656,-10.04
1651.8,-1.849,-9.215
1651.82,-2.026,-8.482
1651.84,-2.191,-7.422
1651.86,-2.331,-6.165
1651.88,-2.435,-4.961
1651.9,-2.523,-3.979
1651.92,-2.595,-3.063
1651.94,-2.648,-2.055
1651.96,-2.677,-1.034
1651.98,-2.688,-0.052
1652,-2.68,0.903
1652.02,-2.652,1.885
1652.04,-2.604,2.88
1652.06,-2.537,3.888
1652.08,-2.449,4.909
1652.1,-2.34,5.943
1652.12,-2.212,7.029
1652.14,-2.061,8.142
1652.16,-1.885,9.228
1652.18,-1.69,10.249
1652.2,-1.475,11.153
1652.22,-1.241,11.873
1652.24,-0.996,12.134
1652.26,-0.745,12.422
1652.28,-0.515,13.169
1652.3,-0.231,13.836
1652.32,0.071,14.019
1652.34,0.33,13.509
1652.36,0.606,12.854
1652.38,0.855,12.069
1652.4,1.089,10.917
1652.42,1.296,9.595
1652.44,1.475,8.063
1652.46,1.619,6.401
1652.48,1.733,4.581
1652.5,1.806,2.644
1652.52,1.838,0.668
1652.54,1.832,-1.257
1652.56,1.788,-3.129
1652.58,1.706,-4.974
1652.6,1.588,-6.781
1652.62,1.434,-8.508
1652.64,1.246,-10.119
1652.66,1.027,-11.572
1652.68,0.781,-12.815
1652.7,0.511,-13.81
1652.72,0.225,-14.412
1652.74,-0.074,-14.608
1652.76,-0.364,-14.386
1652.78,-0.653,-13.705
1652.8,-0.922,-12.75
1652.82,-1.161,-11.781
1652.84,-1.387,-11.009
1652.86,-1.602,-10.328
1652.88,-1.802,-9.556
1652.9,-1.985,-8.718
1652.92,-2.15,-7.723
1652.94,-2.3,-6.506
1652.96,-2.414,-5.249
1652.98,-2.502,-4.163
1653,-2.578,-3.233
1653.02,-2.636,-2.278
1653.04,-2.669,-1.27
1653.06,-2.684,-0.288
1653.08,-2.681,0.681
1653.1,-2.658,1.662
1653.12,-2.614,2.644
1653.14,-2.553,3.639
1653.16,-2.469,4.673
1653.18,-2.366,5.733
1653.2,-2.24,6.794
1653.22,-2.094,7.867
1653.24,-1.926,8.94
1653.26,-1.736,9.988
1653.28,-1.525,10.93
1653.3,-1.296,11.716
1653.32,-1.054,12.03
1653.34,-0.801,12.252
1653.36,-0.576,12.867
1653.38,-0.303,13.574
1653.4,-0.008,13.954
1653.42,0.259,13.627
1653.44,0.536,13.038
1653.46,0.789,12.265
1653.48,1.027,11.153
1653.5,1.239,9.844
1653.52,1.423,8.312
1653.54,1.574,6.676
1653.56,1.69,4.909
1653.58,1.773,3.011
1653.6,1.813,1.034
1653.62,1.813,-0.929
1653.64,1.775,-2.814
1653.66,1.7,-4.66
1653.68,1.588,-6.453
1653.7,1.44,-8.181
1653.72,1.26,-9.791
1653.74,1.046,-11.257
1653.76,0.807,-12.514
1653.78,0.542,-13.522
1653.8,0.262,-14.19
1653.82,-0.031,-14.451
1653.84,-0.322,-14.32
1653.86,-0.608,-13.692
1653.88,-0.88,-12.658
1653.9,-1.117,-11.637
1653.92,-1.332,-10.891
1653.94,-1.552,-10.302
1653.96,-1.751,-9.543
1653.98,-1.934,-8.626
1654,-2.095,-7.645
1654.02,-2.243,-6.453
1654.04,-2.359,-5.184
1654.06,-2.444,-4.045
1654.08,-2.516,-3.089
1654.1,-2.571,-2.121
1654.12,-2.603,-1.073
1654.14,-2.612,-0.052
1654.16,-2.604,0.956
1654.18,-2.576,1.977
1654.2,-2.524,3.011
1654.22,-2.455,4.045
1654.24,-2.364,5.105
1654.26,-2.251,6.205
1654.28,-2.116,7.304
1654.3,-1.959,8.391
1654.32,-1.78,9.451
1654.34,-1.58,10.446
1654.36,-1.36,11.336
1654.38,-1.125,11.938
1654.4,-0.875,12.462
1654.42,-0.633,12.972
1654.44,-0.357,13.443
1654.46,-0.086,13.561
1654.48,0.192,13.313
1654.5,0.446,12.933
1654.52,0.708,12.331
1654.54,0.949,11.454
1654.56,1.169,10.21
1654.58,1.36,8.783
1654.6,1.522,7.226
1654.62,1.649,5.55
1654.64,1.747,3.718
1654.66,1.802,1.767
1654.68,1.816,-0.196
1654.7,1.792,-2.081
1654.72,1.733,-3.94
1654.74,1.635,-5.786
1654.76,1.5,-7.566
1654.78,1.33,-9.215
1654.8,1.129,-10.721
1654.82,0.9,-12.043
1654.84,0.644,-13.155
1654.86,0.371,-14.006
1654.88,0.08,-14.438
1654.9,-0.217,-14.451
1654.92,-0.501,-13.98
1654.94,-0.782,-13.038
1654.96,-1.032,-12.134
1654.98,-1.25,-11.31
1655,-1.489,-10.59
1655.02,-1.682,-9.778
1655.04,-1.871,-8.927
1655.06,-2.042,-8.155
1655.08,-2.201,-7.042
1655.1,-2.331,-5.76
1655.12,-2.427,-4.568
1655.14,-2.507,-3.6
1655.16,-2.573,-2.67
1655.18,-2.617,-1.662
1655.2,-2.637,-0.641
1655.22,-2.642,0.353
1655.24,-2.625,1.361
1655.26,-2.587,2.395
1655.28,-2.529,3.403
1655.3,-2.45,4.424
1655.32,-2.353,5.485
1655.34,-2.232,6.584
1655.36,-2.089,7.697
1655.38,-1.924,8.783
1655.4,-1.737,9.831
1655.42,-1.53,10.786
1655.44,-1.304,11.624
1655.46,-1.063,12.069
1655.48,-0.809,12.396
1655.5,-0.576,12.959
1655.52,-0.303,13.587
1655.54,-0.014,13.862
1655.56,0.259,13.548
1655.58,0.525,12.946
1655.6,0.784,12.161
1655.62,1.015,11.113
1655.64,1.228,9.831
1655.66,1.414,8.378
1655.68,1.565,6.768
1655.7,1.684,5.04
1655.72,1.77,3.168
1655.74,1.813,1.191
1655.76,1.816,-0.772
1655.78,1.781,-2.657
1655.8,1.709,-4.503
1655.82,1.601,-6.309
1655.84,1.456,-8.05
1655.86,1.277,-9.673
1655.88,1.067,-11.153
